1.63047,1.4148,1.35413,0.00423,0.60597,0.58555,0.66462,3.83,1,33012,220,AR,13C,BLUE,50% CP/50% PP,MRPBU04,EX04,5/10/2023 12:47
1.63158,1.41731,1.35459,0.00409,0.60642,0.58591,0.66533,3.86,2,33018,2611978,AR,13C,BLUE,50% CP/50% PP,MRPBU04,EZ033,5/10/2023 12:50
1.63072,1.423,1.3539,0.004,0.6046,0.58434,0.66485,3.85,3,33018,2611978,AR,13C,BLUE,50% CP/50% PP,MRPBU04,EZ033,5/10/2023 12:51
1.6306,1.41271,1.35412,0.00385,0.60837,0.58641,0.66626,3.88,4,33018,2611978,AR,13C,BLUE,50% CP/50% PP,MRPBU04,EZ033,5/10/2023 12:53
1.62923,1.41725,1.35657,0.00354,0.60553,0.58494,0.66328,3.86,5,33018,2611978,AR,13C,BLUE,50% CP/50% PP,MRPBU04,EZ033,5/10/2023 12:54
1.63008,1.41715,1.35739,0.00325,0.60439,0.58292,0.66255,3.84,6,33018,2611978,AR,13C,BLUE,50% CP/50% PP,MRPBU04,EZ033,5/10/2023 12:55
1.63152,1.425,1.35446,0.004,0.60531,0.58414,0.66489,3.86,7,33018,2611978,AR,13C,BLUE,50% CP/50% PP,MRPBU04,EZ033,5/10/2023 12:56
1.63095,1.41685,1.3549,0.00268,0.60495,0.58376,0.66484,3.75,8,33018,2611978,AR,13C,BLUE,50% CP/50% PP,MRPBU04,EZ033,5/10/2023 12:58
1.63084,1.42306,1.35657,0.00339,0.6044,0.58352,0.66562,3.79,9,33018,2611978,AR,13C,BLUE,50% CP/50% PP,MRPBU04,EZ033,5/10/2023 12:59
1.63174,1.41799,1.35544,0.00385,0.60386,0.58431,0.66617,3.86,10,33018,2611978,AR,13C,BLUE,50% CP/50% PP,MRPBU04,EZ033,5/10/2023 13:00
1.63302,1.423,1.35475,0.00448,0.60733,0.58567,0.66656,3.84,11,33018,2611978,AR,13C,BLUE,50% CP/50% PP,MRPBU04,EZ033,5/10/2023 13:01
1.63159,1.4166,1.3533,0.0047,0.60615,0.58522,0.66649,3.85,12,33018,2611978,AR,13C,BLUE,50% CP/50% PP,MRPBU04,EZ033,5/10/2023 13:03
1.62994,1.425,1.35438,0.0043,0.60673,0.58645,0.66386,3.84,13,33018,2611978,AR,13C,BLUE,50% CP/50% PP,MRPBU04,EZ033,5/10/2023 13:04
1.63073,1.41473,1.35457,0.00302,0.60582,0.58484,0.66362,3.85,14,33018,2611978,AR,13C,BLUE,50% CP/50% PP,MRPBU04,EZ033,5/10/2023 13:05
1.62934,1.41631,1.35596,0.00392,0.60345,0.58293,0.6648,3.86,15,33018,2611978,AR,13C,BLUE,50% CP/50% PP,MRPBU04,EZ033,5/10/2023 13:06
1.6321,1.41579,1.35321,0.00358,0.60257,0.5823,0.66406,3.82,16,33018,2611978,AR,13C,BLUE,50% CP/50% PP,MRPBU04,EZ033,5/10/2023 13:08
1.62999,1.4211,1.35561,0.00387,0.60552,0.58556,0.66734,3.8,17,33018,2611978,AR,13C,BLUE,50% CP/50% PP,MRPBU04,EZ033,5/10/2023 13:09
1.63321,1.41497,1.35711,0.0025,0.60602,0.58598,0.66544,3.81,18,33018,2611978,AR,13C,BLUE,50% CP/50% PP,MRPBU04,EZ033,5/10/2023 13:10
1.63109,1.41972,1.3551,0.00384,0.60374,0.58362,0.6645,3.84,19,33018,2611978,AR,13C,BLUE,50% CP/50% PP,MRPBU04,EZ033,5/10/2023 13:11
1.63148,1.41514,1.35679,0.00494,0.60817,0.58766,0.66825,3.83,20,33018,2611978,AR,13C,BLUE,50% CP/50% PP,MRPBU04,EZ033,5/10/2023 13:13
1.63285,1.41715,1.35469,0.00298,0.6077,0.5866,0.66364,3.87,21,33018,2611978,AR,13C,BLUE,50% CP/50% PP,MRPBU04,EZ033,5/10/2023 13:14
1.62936,1.41742,1.35809,0.00356,0.60523,0.58503,0.66363,3.85,22,33018,2611978,AR,13C,BLUE,50% CP/50% PP,MRPBU04,EZ033,5/10/2023 13:15
1.63182,1.41923,1.35424,0.00357,0.605,0.58498,0.66468,3.84,23,33018,2611978,AR,13C,BLUE,50% CP/50% PP,MRPBU04,EZ033,5/10/2023 13:16
1.63185,1.4143,1.35515,0.00247,0.60473,0.58537,0.66384,3.79,24,33018,2611978,AR,13C,BLUE,50% CP/50% PP,MRPBU04,EZ033,5/10/2023 13:18
1.63132,1.41331,1.35507,0.0032,0.6061,0.58592,0.66547,3.8,25,33018,2611978,AR,13C,BLUE,50% CP/50% PP,MRPBU04,EZ033,5/10/2023 13:19
1.63187,1.41472,1.35004,0.00566,0.60658,0.58623,0.66607,3.82,26,33018,2611978,AR,13C,BLUE,50% CP/50% PP,MRPBU04,EZ033,5/10/2023 13:20
1.63099,1.4193,1.35752,0.00361,0.60477,0.58318,0.66649,3.82,27,33018,2611978,AR,13C,BLUE,50% CP/50% PP,MRPBU04,EZ033,5/10/2023 13:21
1.63223,1.41866,1.35519,0.00365,0.60393,0.58379,0.66473,3.89,28,33018,2611978,AR,13C,BLUE,50% CP/50% PP,MRPBU04,EZ033,5/10/2023 13:23
1.63067,1.41954,1.35603,0.00343,0.60453,0.58398,0.66443,3.91,29,33018,2611978,AR,13C,BLUE,50% CP/50% PP,MRPBU04,EZ033,5/10/2023 13:24
1.63193,1.41686,1.35785,0.00255,0.6042,0.58302,0.66292,3.81,30,33018,2611978,AR,13C,BLUE,50% CP/50% PP,MRPBU04,EZ033,5/10/2023 13:25
1.63106,1.41411,1.35616,0.00288,0.606,0.58515,0.66254,3.85,31,33018,2611978,AR,13C,BLUE,50% CP/50% PP,MRPBU04,EZ033,5/10/2023 13:26
1.63277,1.41958,1.357,0.00311,0.60291,0.58295,0.66504,3.84,32,33018,2611978,AR,13C,BLUE,50% CP/50% PP,MRPBU04,EZ033,5/10/2023 13:28
1.62966,1.424,1.3548,0.00362,0.60345,0.58305,0.66255,3.78,33,33018,2611978,AR,13C,BLUE,50% CP/50% PP,MRPBU04,EZ033,5/10/2023 13:29
1.62999,1.41583,1.35434,0.00332,0.60665,0.58674,0.66508,3.82,34,33018,2611978,AR,13C,BLUE,50% CP/50% PP,MRPBU04,EZ033,5/10/2023 13:30
1.63073,1.41982,1.35428,0.01318,0.60484,0.58468,0.66549,3.85,35,33018,2611978,AR,13C,BLUE,50% CP/50% PP,MRPBU04,EZ033,5/10/2023 13:31
1.63221,1.41241,1.35446,0.00529,0.60423,0.58352,0.66581,3.82,36,33018,2611978,AR,13C,BLUE,50% CP/50% PP,MRPBU04,EZ033,5/10/2023 13:33
1.6292,1.41759,1.35578,0.00394,0.60703,0.58715,0.66325,3.83,37,33018,2611978,AR,13C,BLUE,50% CP/50% PP,MRPBU04,EZ033,5/10/2023 13:34
1.63025,1.41507,1.35701,0.0039,0.60516,0.58481,0.6638,3.83,38,33018,2611978,AR,13C,BLUE,50% CP/50% PP,MRPBU04,EZ033,5/10/2023 13:35
1.63212,1.41642,1.35487,0.00278,0.60439,0.58443,0.66488,3.85,39,33018,2611978,AR,13C,BLUE,50% CP/50% PP,MRPBU04,EZ033,5/10/2023 13:36
1.6309,1.41903,1.35786,0.00409,0.60385,0.58312,0.66571,3.81,40,33018,2611978,AR,13C,BLUE,50% CP/50% PP,MRPBU04,EZ033,5/10/2023 13:38
1.63081,1.41391,1.35589,0.00477,0.60609,0.58455,0.6657,3.79,41,33018,2611978,AR,13C,BLUE,50% CP/50% PP,MRPBU04,EZ033,5/10/2023 13:39
1.63159,1.41206,1.35381,0.00378,0.60364,0.5829,0.66369,3.81,42,33018,2611978,AR,13C,BLUE,50% CP/50% PP,MRPBU04,EZ033,5/10/2023 13:40
1.63263,1.41417,1.35561,0.00459,0.60893,0.58325,0.66835,3.82,43,33018,2611978,AR,13C,BLUE,50% CP/50% PP,MRPBU04,EZ033,5/10/2023 13:41
1.62937,1.41835,1.34952,0.00611,0.60289,0.58326,0.66743,3.79,44,33018,2611978,AR,13C,BLUE,50% CP/50% PP,MRPBU04,EZ033,5/10/2023 13:43
1.62965,1.42362,1.35779,0.00224,0.60346,0.58132,0.66564,3.79,45,33018,2611978,AR,13C,BLUE,50% CP/50% PP,MRPBU04,EZ033,5/10/2023 13:44
